全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.41
0.60
1.38
1.78
2.21
1.88
1.57
1.47
1.11
0.95
0.69
0.31
0.00
0.00
0.00
0.00
0.00
0.00
