全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.53
1.23
1.95
2.56
2.73
2.97
3.00
1.94
1.17
0.75
0.86
0.27
0.00
0.00
0.00
0.00
0.00
0.00
