全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.56
1.40
2.09
2.77
3.07
3.60
3.56
3.00
2.63
1.87
0.87
0.22
0.00
0.00
0.00
0.00
0.00
0.00
