全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.11
0.29
0.60
1.86
2.93
2.10
1.00
0.60
0.05
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
