全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.48
0.82
1.34
1.00
2.45
3.23
3.49
0.52
0.00
0.07
0.62
0.23
0.00
0.00
0.00
0.00
0.00
0.00
