全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.27
0.81
1.46
1.80
2.24
2.11
1.79
1.33
0.80
0.21
0.00
0.00
0.00
0.00
0.00
0.00
0.00
