全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.55
1.13
1.79
2.65
2.99
3.53
3.60
3.18
2.39
1.65
1.33
0.24
0.00
0.00
0.00
0.00
0.00
0.00
