全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.07
0.40
0.64
1.42
2.47
1.22
1.27
0.65
0.60
1.15
0.70
0.38
0.00
0.00
0.00
0.00
0.00
0.00
