全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.22
0.86
1.69
1.38
0.86
0.50
0.24
0.60
0.74
0.22
0.00
0.00
0.00
0.00
0.00
0.00
0.00
