全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.55
0.76
1.34
1.76
2.71
2.64
2.66
2.09
1.70
0.76
0.03
0.00
0.00
0.00
0.00
0.00
0.00
