全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.09
0.86
1.73
1.87
1.48
1.18
1.46
1.83
2.05
1.51
0.78
0.16
0.00
0.00
0.00
0.00
0.00
0.00
