全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.12
0.60
0.94
1.10
0.78
0.60
0.48
0.45
0.01
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
