全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.60
1.17
1.43
1.99
2.23
2.11
2.02
1.53
0.86
0.05
0.00
0.00
0.00
0.00
0.00
0.00
0.00
