全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.41
0.98
2.03
2.63
3.03
3.26
3.53
3.04
2.20
0.30
0.17
0.07
0.00
0.00
0.00
0.00
0.00
0.00
