全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.34
1.04
1.42
2.72
2.93
2.03
1.91
2.31
1.53
0.77
0.08
0.00
0.00
0.00
0.00
0.00
0.00
