全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.08
0.18
0.49
0.58
0.44
0.11
0.08
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
