全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.11
0.68
1.18
1.38
2.69
2.61
2.35
2.64
2.56
1.82
0.61
0.54
0.00
0.00
0.00
0.00
0.00
0.00
0.00
