全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.28
1.07
1.76
2.20
2.94
2.85
2.88
2.19
1.97
1.28
0.62
0.29
0.00
0.00
0.00
0.00
0.00
0.00
