全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.15
0.41
0.56
0.60
0.60
0.60
0.38
0.13
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
