全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.01
0.49
0.46
0.58
1.08
0.82
0.60
0.33
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
