全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.28
0.88
1.18
1.26
2.39
3.11
3.24
1.31
1.22
0.83
0.60
0.11
0.00
0.00
0.00
0.00
0.00
0.00
