全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.38
0.95
1.37
2.27
2.82
2.70
2.21
2.11
1.44
0.75
0.06
0.00
0.00
0.00
0.00
0.00
0.00
