全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.33
0.98
1.22
2.06
2.34
2.91
2.87
2.22
1.60
1.08
0.60
0.06
0.00
0.00
0.00
0.00
0.00
0.00
