全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.41
1.20
2.00
2.68
2.87
3.51
3.59
2.05
2.59
1.82
0.97
0.25
0.00
0.00
0.00
0.00
0.00
0.00
