全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.33
0.81
1.06
1.68
2.13
2.57
2.80
1.86
1.07
1.36
0.76
0.06
0.00
0.00
0.00
0.00
0.00
0.00
