全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.55
0.92
1.20
1.87
1.59
1.13
1.17
0.67
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
