全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.39
1.06
1.85
2.47
3.01
2.46
3.07
2.94
2.40
1.71
1.01
0.30
0.00
0.00
0.00
0.00
0.00
0.00
