全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.07
0.66
1.50
1.97
2.78
3.19
3.60
3.60
3.10
2.71
2.05
0.89
0.39
0.00
0.00
0.00
0.00
0.00
0.00
