全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.02
0.68
0.69
2.45
2.76
1.71
2.97
2.26
2.07
1.12
1.08
0.33
0.00
0.00
0.00
0.00
0.00
0.00
