全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.18
0.73
1.77
2.29
2.05
1.83
1.98
1.64
0.83
0.18
0.00
0.00
0.00
0.00
0.00
0.00
0.00
