全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.36
1.02
1.55
1.42
2.62
1.58
2.38
1.72
2.37
0.66
0.61
0.60
0.08
0.00
0.00
0.00
0.00
0.00
