全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.35
0.46
0.49
0.60
0.52
0.56
0.09
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
