全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.41
1.34
1.20
1.42
2.18
2.44
1.59
1.17
1.20
1.28
1.27
0.12
0.00
0.00
0.00
0.00
0.00
0.00
