全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.03
0.96
1.65
2.23
2.69
2.99
2.90
2.40
1.86
1.15
0.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
