全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.33
0.60
0.99
1.39
2.31
1.20
1.65
0.96
0.26
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
