全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.52
0.80
1.38
2.69
2.87
2.07
1.51
0.96
0.67
0.59
0.15
0.00
0.00
0.00
0.00
0.00
0.00
