全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.35
0.60
0.60
1.14
2.17
2.22
2.46
2.03
1.43
0.72
0.03
0.00
0.00
0.00
0.00
0.00
0.00
