全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.07
0.42
0.98
0.72
0.66
1.68
0.07
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
