全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.24
0.93
1.64
2.29
2.76
3.00
2.87
2.37
1.87
1.11
0.30
0.00
0.00
0.00
0.00
0.00
0.00
0.00
