全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.50
1.35
1.04
1.19
1.30
1.26
1.31
2.01
1.86
0.47
0.60
0.42
0.00
0.00
0.00
0.00
0.00
0.00
