全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.35
1.37
1.99
2.40
2.40
1.97
1.01
0.72
0.21
0.00
0.00
0.00
0.00
0.00
0.00
0.00
