全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.31
1.19
1.60
2.68
2.57
1.75
2.56
2.65
1.19
0.78
0.52
0.18
0.00
0.00
0.00
0.00
0.00
0.00
