全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.34
0.60
0.82
1.34
1.74
2.69
2.54
2.06
2.61
1.22
0.69
0.42
0.00
0.00
0.00
0.00
0.00
0.00
