全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.31
0.71
1.45
1.56
2.01
2.38
2.40
2.67
2.28
1.95
1.22
0.38
0.00
0.00
0.00
0.00
0.00
0.00
