全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.37
1.04
1.49
2.35
2.99
3.50
3.49
3.04
2.79
1.61
0.12
0.30
0.00
0.00
0.00
0.00
0.00
0.00
