全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.24
0.62
0.94
1.27
1.68
1.40
1.58
1.06
0.50
0.04
0.00
0.00
0.00
0.00
0.00
0.00
0.00
