全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.06
0.71
1.41
2.20
2.68
3.08
3.58
3.60
3.06
2.72
2.07
0.96
0.17
0.00
0.00
0.00
0.00
0.00
0.00
