全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.19
0.88
1.59
2.24
2.62
2.97
2.75
2.35
1.77
0.95
0.23
0.00
0.00
0.00
0.00
0.00
0.00
0.00
