全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.29
0.55
0.34
0.60
0.77
0.49
0.11
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
