全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.53
1.31
2.04
2.33
2.03
3.20
3.49
3.13
1.87
2.11
1.22
0.27
0.00
0.00
0.00
0.00
0.00
0.00
