全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.36
0.97
1.59
1.79
1.42
1.92
1.98
1.21
0.35
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
