全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.02
0.67
1.22
1.82
2.35
2.99
3.47
3.59
3.04
2.42
1.92
1.06
0.60
0.01
0.00
0.00
0.00
0.00
0.00
