全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.06
0.14
0.20
0.51
0.42
0.55
0.57
0.15
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
