全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.17
0.92
1.54
1.88
1.92
2.21
1.35
1.19
0.67
0.21
0.00
0.00
0.00
0.00
0.00
0.00
0.00
