全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.19
0.73
1.00
1.21
2.25
3.51
3.46
3.13
1.60
1.16
0.60
0.36
0.00
0.00
0.00
0.00
0.00
0.00
