全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.25
1.01
1.78
1.42
1.86
2.08
2.01
2.24
1.39
0.60
0.56
0.00
0.00
0.00
0.00
0.00
0.00
0.00
