全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.03
0.61
0.90
0.93
2.12
2.59
2.71
2.72
1.94
0.97
0.61
0.02
0.00
0.00
0.00
0.00
0.00
0.00
