全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.34
1.21
1.80
2.39
2.40
2.40
1.97
1.49
0.84
0.06
0.00
0.00
0.00
0.00
0.00
0.00
0.00
