全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.09
0.78
1.70
2.38
2.99
2.07
2.70
2.72
1.62
1.34
0.51
0.00
0.00
0.00
0.00
0.00
0.00
0.00
