全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.23
1.08
2.03
2.59
2.86
3.59
3.37
3.00
2.63
1.71
1.19
0.48
0.00
0.00
0.00
0.00
0.00
0.00
