全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.21
0.85
0.77
0.59
0.23
0.06
0.00
0.00
0.00
0.00
0.00
0.00
0.00
0.00
