全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.02
0.66
1.25
1.80
2.33
2.25
2.37
1.95
1.49
0.85
0.10
0.00
0.00
0.00
0.00
0.00
0.00
0.00
