全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.65
1.35
2.01
2.69
3.00
3.40
3.60
2.99
2.77
2.02
1.29
0.24
0.00
0.00
0.00
0.00
0.00
0.00
