全天空日射量(MJ/㎡)
0.00
0.00
0.00
0.00
0.00
0.00
0.19
0.98
1.84
1.90
2.27
2.57
2.44
2.63
2.09
1.25
0.34
0.00
0.00
0.00
0.00
0.00
0.00
0.00
